task_id,benchmark,model,status,error_type,latency_sec
HumanEval/98,humaneval,gpt-oss-120b,PASS,None,0.729
HumanEval/99,humaneval,gpt-oss-120b,PASS,None,0.965
HumanEval/100,humaneval,gpt-oss-120b,PASS,None,1.325
HumanEval/101,humaneval,gpt-oss-120b,PASS,None,0.875
HumanEval/102,humaneval,gpt-oss-120b,PASS,None,1.738
HumanEval/103,humaneval,gpt-oss-120b,PASS,None,2.851
HumanEval/104,humaneval,gpt-oss-120b,PASS,None,0.802
HumanEval/105,humaneval,gpt-oss-120b,PASS,None,1.135
HumanEval/106,humaneval,gpt-oss-120b,FAIL,AssertionError,1.024
HumanEval/107,humaneval,gpt-oss-120b,PASS,None,0.605
HumanEval/108,humaneval,gpt-oss-120b,PASS,None,1.285
HumanEval/109,humaneval,gpt-oss-120b,PASS,None,1.353
HumanEval/110,humaneval,gpt-oss-120b,FAIL,SyntaxError,1.207
HumanEval/111,humaneval,gpt-oss-120b,PASS,None,0.962
HumanEval/112,humaneval,gpt-oss-120b,PASS,None,0.557
HumanEval/113,humaneval,gpt-oss-120b,PASS,None,1.713
HumanEval/114,humaneval,gpt-oss-120b,PASS,None,0.794
HumanEval/115,humaneval,gpt-oss-120b,PASS,None,1.159
HumanEval/116,humaneval,gpt-oss-120b,FAIL,AssertionError,2.594
HumanEval/117,humaneval,gpt-oss-120b,PASS,None,0.702
HumanEval/118,humaneval,gpt-oss-120b,PASS,None,1.828
HumanEval/119,humaneval,gpt-oss-120b,PASS,None,1.258
HumanEval/120,humaneval,gpt-oss-120b,PASS,None,1.424
HumanEval/121,humaneval,gpt-oss-120b,PASS,None,0.763
HumanEval/122,humaneval,gpt-oss-120b,PASS,None,0.899
HumanEval/123,humaneval,gpt-oss-120b,PASS,None,1.276
HumanEval/124,humaneval,gpt-oss-120b,PASS,None,1.536
HumanEval/125,humaneval,gpt-oss-120b,PASS,None,1.178
HumanEval/126,humaneval,gpt-oss-120b,PASS,None,1.052
HumanEval/127,humaneval,gpt-oss-120b,PASS,None,1.117
HumanEval/128,humaneval,gpt-oss-120b,PASS,None,0.958
HumanEval/129,humaneval,gpt-oss-120b,PASS,None,2.854
HumanEval/130,humaneval,gpt-oss-120b,PASS,None,2.021
HumanEval/131,humaneval,gpt-oss-120b,PASS,None,0.849
HumanEval/132,humaneval,gpt-oss-120b,PASS,None,2.881
HumanEval/133,humaneval,gpt-oss-120b,PASS,None,0.763
HumanEval/134,humaneval,gpt-oss-120b,PASS,None,1.76
HumanEval/135,humaneval,gpt-oss-120b,PASS,None,0.784
HumanEval/136,humaneval,gpt-oss-120b,PASS,None,0.909
HumanEval/137,humaneval,gpt-oss-120b,PASS,None,1.097
HumanEval/138,humaneval,gpt-oss-120b,PASS,None,0.883
HumanEval/139,humaneval,gpt-oss-120b,PASS,None,0.848
HumanEval/140,humaneval,gpt-oss-120b,PASS,None,0.998
HumanEval/141,humaneval,gpt-oss-120b,PASS,None,1.038
HumanEval/142,humaneval,gpt-oss-120b,PASS,None,1.595
HumanEval/143,humaneval,gpt-oss-120b,PASS,None,0.715
HumanEval/144,humaneval,gpt-oss-120b,PASS,None,0.744
HumanEval/145,humaneval,gpt-oss-120b,FAIL,AssertionError,3.023
HumanEval/146,humaneval,gpt-oss-120b,PASS,None,1.024
HumanEval/147,humaneval,gpt-oss-120b,PASS,None,2.035
HumanEval/148,humaneval,gpt-oss-120b,PASS,None,0.927
HumanEval/149,humaneval,gpt-oss-120b,PASS,None,0.834
HumanEval/150,humaneval,gpt-oss-120b,PASS,None,0.711
HumanEval/151,humaneval,gpt-oss-120b,PASS,None,1.072
HumanEval/152,humaneval,gpt-oss-120b,PASS,None,0.618
HumanEval/153,humaneval,gpt-oss-120b,PASS,None,0.844
HumanEval/154,humaneval,gpt-oss-120b,PASS,None,0.804
HumanEval/155,humaneval,gpt-oss-120b,PASS,None,0.923
HumanEval/156,humaneval,gpt-oss-120b,PASS,None,1.084
HumanEval/157,humaneval,gpt-oss-120b,PASS,None,0.847
HumanEval/158,humaneval,gpt-oss-120b,PASS,None,0.638
HumanEval/159,humaneval,gpt-oss-120b,PASS,None,0.949
HumanEval/160,humaneval,gpt-oss-120b,PASS,None,1.422
HumanEval/161,humaneval,gpt-oss-120b,PASS,None,0.627
HumanEval/162,humaneval,gpt-oss-120b,PASS,None,0.579
HumanEval/163,humaneval,gpt-oss-120b,PASS,None,1.505
mbpp/11,mbpp_sanitized,gpt-oss-120b,PASS,None,0.731
mbpp/12,mbpp_sanitized,gpt-oss-120b,PASS,None,0.473
mbpp/13,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,2.033
mbpp/14,mbpp_sanitized,gpt-oss-120b,PASS,None,0.838
mbpp/15,mbpp_sanitized,gpt-oss-120b,PASS,None,1.774
mbpp/16,mbpp_sanitized,gpt-oss-120b,PASS,None,0.91
mbpp/17,mbpp_sanitized,gpt-oss-120b,PASS,None,0.598
mbpp/18,mbpp_sanitized,gpt-oss-120b,PASS,None,1.221
mbpp/19,mbpp_sanitized,gpt-oss-120b,PASS,None,0.543
mbpp/20,mbpp_sanitized,gpt-oss-120b,PASS,None,0.871
mbpp/21,mbpp_sanitized,gpt-oss-120b,PASS,None,0.699
mbpp/22,mbpp_sanitized,gpt-oss-120b,PASS,None,0.938
mbpp/23,mbpp_sanitized,gpt-oss-120b,PASS,None,0.882
mbpp/24,mbpp_sanitized,gpt-oss-120b,PASS,None,0.699
mbpp/25,mbpp_sanitized,gpt-oss-120b,PASS,None,1.237
mbpp/26,mbpp_sanitized,gpt-oss-120b,PASS,None,1.116
mbpp/27,mbpp_sanitized,gpt-oss-120b,PASS,None,0.562
mbpp/28,mbpp_sanitized,gpt-oss-120b,PASS,None,0.786
mbpp/29,mbpp_sanitized,gpt-oss-120b,PASS,None,0.954
mbpp/30,mbpp_sanitized,gpt-oss-120b,PASS,None,0.932
mbpp/31,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.52
mbpp/32,mbpp_sanitized,gpt-oss-120b,PASS,None,0.811
mbpp/33,mbpp_sanitized,gpt-oss-120b,PASS,None,0.672
mbpp/34,mbpp_sanitized,gpt-oss-120b,PASS,None,2.931
mbpp/35,mbpp_sanitized,gpt-oss-120b,PASS,None,0.55
mbpp/36,mbpp_sanitized,gpt-oss-120b,PASS,None,1.16
mbpp/37,mbpp_sanitized,gpt-oss-120b,PASS,None,0.917
mbpp/38,mbpp_sanitized,gpt-oss-120b,PASS,None,1.576
mbpp/39,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.513
mbpp/40,mbpp_sanitized,gpt-oss-120b,PASS,None,0.672
mbpp/41,mbpp_sanitized,gpt-oss-120b,PASS,None,0.378
mbpp/42,mbpp_sanitized,gpt-oss-120b,PASS,None,1.225
mbpp/43,mbpp_sanitized,gpt-oss-120b,PASS,None,0.668
mbpp/44,mbpp_sanitized,gpt-oss-120b,PASS,None,1.168
mbpp/45,mbpp_sanitized,gpt-oss-120b,PASS,None,0.478
mbpp/46,mbpp_sanitized,gpt-oss-120b,PASS,None,0.432
mbpp/47,mbpp_sanitized,gpt-oss-120b,PASS,None,1.619
mbpp/48,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,2.678
mbpp/49,mbpp_sanitized,gpt-oss-120b,PASS,None,0.401
mbpp/50,mbpp_sanitized,gpt-oss-120b,PASS,None,0.586
mbpp/51,mbpp_sanitized,gpt-oss-120b,PASS,None,0.429
mbpp/52,mbpp_sanitized,gpt-oss-120b,PASS,None,0.483
mbpp/53,mbpp_sanitized,gpt-oss-120b,PASS,None,0.424
mbpp/54,mbpp_sanitized,gpt-oss-120b,PASS,None,0.65
mbpp/55,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.656
mbpp/56,mbpp_sanitized,gpt-oss-120b,PASS,None,0.819
mbpp/57,mbpp_sanitized,gpt-oss-120b,PASS,None,0.887
mbpp/58,mbpp_sanitized,gpt-oss-120b,PASS,None,0.572
mbpp/59,mbpp_sanitized,gpt-oss-120b,PASS,None,0.715
mbpp/60,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.546
mbpp/61,mbpp_sanitized,gpt-oss-120b,PASS,None,2.04
mbpp/62,mbpp_sanitized,gpt-oss-120b,PASS,None,0.347
mbpp/63,mbpp_sanitized,gpt-oss-120b,PASS,None,1.299
mbpp/64,mbpp_sanitized,gpt-oss-120b,PASS,None,0.863
mbpp/65,mbpp_sanitized,gpt-oss-120b,PASS,None,0.899
mbpp/66,mbpp_sanitized,gpt-oss-120b,PASS,None,0.335
mbpp/67,mbpp_sanitized,gpt-oss-120b,PASS,None,1.453
mbpp/68,mbpp_sanitized,gpt-oss-120b,PASS,None,0.765
mbpp/69,mbpp_sanitized,gpt-oss-120b,PASS,None,0.684
mbpp/70,mbpp_sanitized,gpt-oss-120b,PASS,None,0.968
mbpp/71,mbpp_sanitized,gpt-oss-120b,PASS,None,0.656
mbpp/72,mbpp_sanitized,gpt-oss-120b,PASS,None,1.062
mbpp/73,mbpp_sanitized,gpt-oss-120b,PASS,None,1.259
mbpp/74,mbpp_sanitized,gpt-oss-120b,PASS,None,1.134
mbpp/75,mbpp_sanitized,gpt-oss-120b,PASS,None,0.619
mbpp/76,mbpp_sanitized,gpt-oss-120b,PASS,None,0.954
mbpp/77,mbpp_sanitized,gpt-oss-120b,PASS,None,4.643
mbpp/78,mbpp_sanitized,gpt-oss-120b,PASS,None,1.212
mbpp/79,mbpp_sanitized,gpt-oss-120b,PASS,None,0.593
mbpp/80,mbpp_sanitized,gpt-oss-120b,PASS,None,0.545
mbpp/81,mbpp_sanitized,gpt-oss-120b,PASS,None,0.788
mbpp/82,mbpp_sanitized,gpt-oss-120b,PASS,None,0.915
mbpp/83,mbpp_sanitized,gpt-oss-120b,PASS,None,1.118
mbpp/84,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.533
mbpp/85,mbpp_sanitized,gpt-oss-120b,PASS,None,0.818
mbpp/86,mbpp_sanitized,gpt-oss-120b,PASS,None,0.728
mbpp/87,mbpp_sanitized,gpt-oss-120b,PASS,None,1.504
mbpp/88,mbpp_sanitized,gpt-oss-120b,PASS,None,1.358
mbpp/89,mbpp_sanitized,gpt-oss-120b,PASS,None,0.545
mbpp/90,mbpp_sanitized,gpt-oss-120b,PASS,None,0.506
mbpp/91,mbpp_sanitized,gpt-oss-120b,PASS,None,0.459
mbpp/92,mbpp_sanitized,gpt-oss-120b,PASS,None,0.945
mbpp/93,mbpp_sanitized,gpt-oss-120b,PASS,None,0.561
mbpp/94,mbpp_sanitized,gpt-oss-120b,PASS,None,0.467
mbpp/95,mbpp_sanitized,gpt-oss-120b,PASS,None,0.75
mbpp/96,mbpp_sanitized,gpt-oss-120b,PASS,None,0.546
mbpp/97,mbpp_sanitized,gpt-oss-120b,PASS,None,0.497
mbpp/98,mbpp_sanitized,gpt-oss-120b,PASS,None,0.54
mbpp/99,mbpp_sanitized,gpt-oss-120b,PASS,None,0.622
mbpp/100,mbpp_sanitized,gpt-oss-120b,PASS,None,2.258
mbpp/101,mbpp_sanitized,gpt-oss-120b,PASS,None,0.753
mbpp/102,mbpp_sanitized,gpt-oss-120b,PASS,None,0.416
mbpp/103,mbpp_sanitized,gpt-oss-120b,FAIL,IndexError,1.251
mbpp/104,mbpp_sanitized,gpt-oss-120b,PASS,None,0.793
mbpp/105,mbpp_sanitized,gpt-oss-120b,PASS,None,0.673
mbpp/106,mbpp_sanitized,gpt-oss-120b,PASS,None,0.517
mbpp/107,mbpp_sanitized,gpt-oss-120b,PASS,None,3.206
mbpp/108,mbpp_sanitized,gpt-oss-120b,PASS,None,1.264
mbpp/109,mbpp_sanitized,gpt-oss-120b,PASS,None,1.161
mbpp/110,mbpp_sanitized,gpt-oss-120b,PASS,None,3.441
mbpp/111,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.559
mbpp/112,mbpp_sanitized,gpt-oss-120b,PASS,None,0.642
mbpp/113,mbpp_sanitized,gpt-oss-120b,PASS,None,0.608
mbpp/114,mbpp_sanitized,gpt-oss-120b,PASS,None,0.963
mbpp/115,mbpp_sanitized,gpt-oss-120b,PASS,None,0.973
mbpp/116,mbpp_sanitized,gpt-oss-120b,PASS,None,0.548
mbpp/117,mbpp_sanitized,gpt-oss-120b,PASS,None,0.877
mbpp/118,mbpp_sanitized,gpt-oss-120b,PASS,None,0.499
mbpp/119,mbpp_sanitized,gpt-oss-120b,PASS,None,1.048
mbpp/120,mbpp_sanitized,gpt-oss-120b,PASS,None,0.801
mbpp/121,mbpp_sanitized,gpt-oss-120b,PASS,None,2.725
mbpp/122,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,4.432
mbpp/123,mbpp_sanitized,gpt-oss-120b,PASS,None,3.031
mbpp/124,mbpp_sanitized,gpt-oss-120b,PASS,None,1.142
mbpp/125,mbpp_sanitized,gpt-oss-120b,PASS,None,1.005
mbpp/126,mbpp_sanitized,gpt-oss-120b,PASS,None,0.867
mbpp/127,mbpp_sanitized,gpt-oss-120b,PASS,None,0.839
mbpp/128,mbpp_sanitized,gpt-oss-120b,PASS,None,0.707
mbpp/129,mbpp_sanitized,gpt-oss-120b,PASS,None,0.966
mbpp/130,mbpp_sanitized,gpt-oss-120b,PASS,None,1.066
mbpp/131,mbpp_sanitized,gpt-oss-120b,PASS,None,0.878
mbpp/132,mbpp_sanitized,gpt-oss-120b,PASS,None,0.456
mbpp/133,mbpp_sanitized,gpt-oss-120b,PASS,None,0.481
mbpp/134,mbpp_sanitized,gpt-oss-120b,PASS,None,2.066
mbpp/135,mbpp_sanitized,gpt-oss-120b,PASS,None,0.391
mbpp/136,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.554
mbpp/137,mbpp_sanitized,gpt-oss-120b,PASS,None,0.878
mbpp/138,mbpp_sanitized,gpt-oss-120b,PASS,None,1.294
mbpp/139,mbpp_sanitized,gpt-oss-120b,PASS,None,0.842
mbpp/140,mbpp_sanitized,gpt-oss-120b,PASS,None,1.435
mbpp/141,mbpp_sanitized,gpt-oss-120b,PASS,None,1.196
mbpp/142,mbpp_sanitized,gpt-oss-120b,PASS,None,2.583
mbpp/143,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.55
mbpp/144,mbpp_sanitized,gpt-oss-120b,PASS,None,1.32
mbpp/145,mbpp_sanitized,gpt-oss-120b,PASS,None,0.748
mbpp/146,mbpp_sanitized,gpt-oss-120b,PASS,None,0.848
mbpp/147,mbpp_sanitized,gpt-oss-120b,PASS,None,1.925
mbpp/148,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.699
mbpp/149,mbpp_sanitized,gpt-oss-120b,PASS,None,1.378
mbpp/150,mbpp_sanitized,gpt-oss-120b,PASS,None,2.683
mbpp/151,mbpp_sanitized,gpt-oss-120b,PASS,None,0.474
mbpp/152,mbpp_sanitized,gpt-oss-120b,PASS,None,0.834
mbpp/153,mbpp_sanitized,gpt-oss-120b,PASS,None,0.888
mbpp/154,mbpp_sanitized,gpt-oss-120b,PASS,None,0.556
mbpp/155,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,2.289
mbpp/156,mbpp_sanitized,gpt-oss-120b,PASS,None,0.663
mbpp/157,mbpp_sanitized,gpt-oss-120b,PASS,None,0.918
mbpp/158,mbpp_sanitized,gpt-oss-120b,PASS,None,3.93
mbpp/159,mbpp_sanitized,gpt-oss-120b,PASS,None,3.088
mbpp/160,mbpp_sanitized,gpt-oss-120b,PASS,None,4.396
mbpp/161,mbpp_sanitized,gpt-oss-120b,PASS,None,0.464
mbpp/162,mbpp_sanitized,gpt-oss-120b,PASS,None,1.407
mbpp/163,mbpp_sanitized,gpt-oss-120b,PASS,None,1.065
mbpp/164,mbpp_sanitized,gpt-oss-120b,PASS,None,1.35
mbpp/165,mbpp_sanitized,gpt-oss-120b,PASS,None,1.717
mbpp/166,mbpp_sanitized,gpt-oss-120b,PASS,None,0.922
mbpp/167,mbpp_sanitized,gpt-oss-120b,PASS,None,0.736
mbpp/168,mbpp_sanitized,gpt-oss-120b,PASS,None,0.446
mbpp/169,mbpp_sanitized,gpt-oss-120b,PASS,None,0.741
mbpp/170,mbpp_sanitized,gpt-oss-120b,PASS,None,0.846
mbpp/171,mbpp_sanitized,gpt-oss-120b,PASS,None,0.414
mbpp/172,mbpp_sanitized,gpt-oss-120b,PASS,None,0.683
mbpp/173,mbpp_sanitized,gpt-oss-120b,PASS,None,0.54
mbpp/174,mbpp_sanitized,gpt-oss-120b,PASS,None,7.768
mbpp/175,mbpp_sanitized,gpt-oss-120b,PASS,None,0.564
mbpp/176,mbpp_sanitized,gpt-oss-120b,PASS,None,0.352
mbpp/177,mbpp_sanitized,gpt-oss-120b,PASS,None,1.429
mbpp/178,mbpp_sanitized,gpt-oss-120b,PASS,None,0.741
mbpp/179,mbpp_sanitized,gpt-oss-120b,PASS,None,0.826
mbpp/180,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.53
mbpp/181,mbpp_sanitized,gpt-oss-120b,PASS,None,1.156
mbpp/182,mbpp_sanitized,gpt-oss-120b,PASS,None,0.861
mbpp/183,mbpp_sanitized,gpt-oss-120b,PASS,None,2.403
mbpp/184,mbpp_sanitized,gpt-oss-120b,PASS,None,0.924
mbpp/185,mbpp_sanitized,gpt-oss-120b,PASS,None,1.499
mbpp/186,mbpp_sanitized,gpt-oss-120b,PASS,None,0.573
mbpp/187,mbpp_sanitized,gpt-oss-120b,PASS,None,0.757
mbpp/188,mbpp_sanitized,gpt-oss-120b,PASS,None,2.801
mbpp/189,mbpp_sanitized,gpt-oss-120b,PASS,None,0.913
mbpp/190,mbpp_sanitized,gpt-oss-120b,PASS,None,2.322
mbpp/191,mbpp_sanitized,gpt-oss-120b,PASS,None,0.585
mbpp/192,mbpp_sanitized,gpt-oss-120b,PASS,None,0.605
mbpp/193,mbpp_sanitized,gpt-oss-120b,PASS,None,0.861
mbpp/194,mbpp_sanitized,gpt-oss-120b,PASS,None,0.761
mbpp/195,mbpp_sanitized,gpt-oss-120b,PASS,None,1.133
mbpp/196,mbpp_sanitized,gpt-oss-120b,PASS,None,0.54
mbpp/197,mbpp_sanitized,gpt-oss-120b,PASS,None,0.546
mbpp/198,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.686
mbpp/199,mbpp_sanitized,gpt-oss-120b,PASS,None,0.669
mbpp/200,mbpp_sanitized,gpt-oss-120b,PASS,None,0.464
mbpp/201,mbpp_sanitized,gpt-oss-120b,PASS,None,0.549
mbpp/202,mbpp_sanitized,gpt-oss-120b,PASS,None,1.237
mbpp/203,mbpp_sanitized,gpt-oss-120b,PASS,None,0.468
mbpp/204,mbpp_sanitized,gpt-oss-120b,PASS,None,0.496
mbpp/205,mbpp_sanitized,gpt-oss-120b,PASS,None,1.283
mbpp/206,mbpp_sanitized,gpt-oss-120b,PASS,None,0.985
mbpp/207,mbpp_sanitized,gpt-oss-120b,PASS,None,1.238
mbpp/208,mbpp_sanitized,gpt-oss-120b,PASS,None,0.63
mbpp/209,mbpp_sanitized,gpt-oss-120b,PASS,None,3.399
mbpp/210,mbpp_sanitized,gpt-oss-120b,PASS,None,0.78
mbpp/211,mbpp_sanitized,gpt-oss-120b,PASS,None,2.885
mbpp/212,mbpp_sanitized,gpt-oss-120b,PASS,None,1.054
mbpp/213,mbpp_sanitized,gpt-oss-120b,PASS,None,0.573
mbpp/214,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.593
mbpp/215,mbpp_sanitized,gpt-oss-120b,PASS,None,1.037
mbpp/216,mbpp_sanitized,gpt-oss-120b,PASS,None,2.34
mbpp/217,mbpp_sanitized,gpt-oss-120b,PASS,None,0.721
mbpp/218,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.511
mbpp/219,mbpp_sanitized,gpt-oss-120b,PASS,None,1.916
mbpp/220,mbpp_sanitized,gpt-oss-120b,PASS,None,1.197
mbpp/221,mbpp_sanitized,gpt-oss-120b,PASS,None,0.447
mbpp/222,mbpp_sanitized,gpt-oss-120b,PASS,None,0.829
mbpp/223,mbpp_sanitized,gpt-oss-120b,PASS,None,0.905
mbpp/224,mbpp_sanitized,gpt-oss-120b,PASS,None,0.751
mbpp/225,mbpp_sanitized,gpt-oss-120b,PASS,None,0.809
mbpp/226,mbpp_sanitized,gpt-oss-120b,PASS,None,0.557
mbpp/227,mbpp_sanitized,gpt-oss-120b,PASS,None,0.461
mbpp/228,mbpp_sanitized,gpt-oss-120b,PASS,None,1.411
mbpp/229,mbpp_sanitized,gpt-oss-120b,PASS,None,2.323
mbpp/230,mbpp_sanitized,gpt-oss-120b,PASS,None,0.472
mbpp/231,mbpp_sanitized,gpt-oss-120b,PASS,None,1.376
mbpp/232,mbpp_sanitized,gpt-oss-120b,PASS,None,0.663
mbpp/233,mbpp_sanitized,gpt-oss-120b,PASS,None,1.263
mbpp/234,mbpp_sanitized,gpt-oss-120b,PASS,None,0.799
mbpp/235,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,2.449
mbpp/236,mbpp_sanitized,gpt-oss-120b,PASS,None,2.823
mbpp/237,mbpp_sanitized,gpt-oss-120b,PASS,None,1.538
mbpp/238,mbpp_sanitized,gpt-oss-120b,PASS,None,0.51
mbpp/239,mbpp_sanitized,gpt-oss-120b,PASS,None,4.712
mbpp/240,mbpp_sanitized,gpt-oss-120b,PASS,None,0.728
mbpp/241,mbpp_sanitized,gpt-oss-120b,PASS,None,1.471
mbpp/242,mbpp_sanitized,gpt-oss-120b,PASS,None,0.692
mbpp/243,mbpp_sanitized,gpt-oss-120b,PASS,None,1.812
mbpp/244,mbpp_sanitized,gpt-oss-120b,PASS,None,1.464
mbpp/245,mbpp_sanitized,gpt-oss-120b,PASS,None,1.66
mbpp/246,mbpp_sanitized,gpt-oss-120b,PASS,None,1.962
mbpp/247,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,5.959
mbpp/248,mbpp_sanitized,gpt-oss-120b,PASS,None,1.368
mbpp/249,mbpp_sanitized,gpt-oss-120b,PASS,None,1.018
mbpp/250,mbpp_sanitized,gpt-oss-120b,PASS,None,0.467
mbpp/251,mbpp_sanitized,gpt-oss-120b,PASS,None,0.77
mbpp/252,mbpp_sanitized,gpt-oss-120b,PASS,None,1.0
mbpp/253,mbpp_sanitized,gpt-oss-120b,PASS,None,0.517
mbpp/254,mbpp_sanitized,gpt-oss-120b,PASS,None,1.597
mbpp/255,mbpp_sanitized,gpt-oss-120b,PASS,None,0.848
mbpp/256,mbpp_sanitized,gpt-oss-120b,PASS,None,0.711
mbpp/257,mbpp_sanitized,gpt-oss-120b,PASS,None,0.404
mbpp/258,mbpp_sanitized,gpt-oss-120b,PASS,None,0.688
mbpp/259,mbpp_sanitized,gpt-oss-120b,PASS,None,1.401
mbpp/260,mbpp_sanitized,gpt-oss-120b,PASS,None,2.742
mbpp/261,mbpp_sanitized,gpt-oss-120b,PASS,None,0.816
mbpp/262,mbpp_sanitized,gpt-oss-120b,PASS,None,0.52
mbpp/263,mbpp_sanitized,gpt-oss-120b,PASS,None,1.591
mbpp/264,mbpp_sanitized,gpt-oss-120b,PASS,None,1.204
mbpp/265,mbpp_sanitized,gpt-oss-120b,PASS,None,0.724
mbpp/266,mbpp_sanitized,gpt-oss-120b,PASS,None,0.628
mbpp/267,mbpp_sanitized,gpt-oss-120b,PASS,None,1.018
mbpp/268,mbpp_sanitized,gpt-oss-120b,PASS,None,0.944
mbpp/269,mbpp_sanitized,gpt-oss-120b,PASS,None,0.382
mbpp/270,mbpp_sanitized,gpt-oss-120b,PASS,None,1.08
mbpp/271,mbpp_sanitized,gpt-oss-120b,PASS,None,1.639
mbpp/272,mbpp_sanitized,gpt-oss-120b,PASS,None,0.417
mbpp/273,mbpp_sanitized,gpt-oss-120b,PASS,None,0.515
mbpp/274,mbpp_sanitized,gpt-oss-120b,PASS,None,0.768
mbpp/275,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.886
mbpp/276,mbpp_sanitized,gpt-oss-120b,PASS,None,1.234
mbpp/277,mbpp_sanitized,gpt-oss-120b,PASS,None,0.75
mbpp/278,mbpp_sanitized,gpt-oss-120b,PASS,None,0.972
mbpp/279,mbpp_sanitized,gpt-oss-120b,PASS,None,0.919
mbpp/280,mbpp_sanitized,gpt-oss-120b,PASS,None,0.465
mbpp/281,mbpp_sanitized,gpt-oss-120b,PASS,None,0.383
mbpp/282,mbpp_sanitized,gpt-oss-120b,PASS,None,0.483
mbpp/283,mbpp_sanitized,gpt-oss-120b,PASS,None,0.847
mbpp/284,mbpp_sanitized,gpt-oss-120b,PASS,None,0.591
mbpp/285,mbpp_sanitized,gpt-oss-120b,PASS,None,1.212
mbpp/286,mbpp_sanitized,gpt-oss-120b,PASS,None,2.904
mbpp/287,mbpp_sanitized,gpt-oss-120b,PASS,None,0.758
mbpp/288,mbpp_sanitized,gpt-oss-120b,PASS,None,1.776
mbpp/289,mbpp_sanitized,gpt-oss-120b,PASS,None,1.979
mbpp/290,mbpp_sanitized,gpt-oss-120b,PASS,None,0.868
mbpp/291,mbpp_sanitized,gpt-oss-120b,PASS,None,1.682
mbpp/292,mbpp_sanitized,gpt-oss-120b,PASS,None,0.529
mbpp/293,mbpp_sanitized,gpt-oss-120b,PASS,None,0.921
mbpp/294,mbpp_sanitized,gpt-oss-120b,PASS,None,0.834
mbpp/295,mbpp_sanitized,gpt-oss-120b,PASS,None,1.136
mbpp/296,mbpp_sanitized,gpt-oss-120b,PASS,None,1.252
mbpp/297,mbpp_sanitized,gpt-oss-120b,PASS,None,0.684
mbpp/298,mbpp_sanitized,gpt-oss-120b,PASS,None,1.296
mbpp/299,mbpp_sanitized,gpt-oss-120b,PASS,None,0.656
mbpp/300,mbpp_sanitized,gpt-oss-120b,PASS,None,0.878
mbpp/301,mbpp_sanitized,gpt-oss-120b,PASS,None,1.013
mbpp/302,mbpp_sanitized,gpt-oss-120b,PASS,None,0.584
mbpp/303,mbpp_sanitized,gpt-oss-120b,SKIP,GenerationFailed,4.545
mbpp/304,mbpp_sanitized,gpt-oss-120b,PASS,None,2.411
mbpp/305,mbpp_sanitized,gpt-oss-120b,PASS,None,1.079
mbpp/306,mbpp_sanitized,gpt-oss-120b,PASS,None,2.782
mbpp/307,mbpp_sanitized,gpt-oss-120b,PASS,None,1.013
mbpp/308,mbpp_sanitized,gpt-oss-120b,PASS,None,1.377
mbpp/309,mbpp_sanitized,gpt-oss-120b,PASS,None,0.453
mbpp/310,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.376
mbpp/311,mbpp_sanitized,gpt-oss-120b,PASS,None,2.148
mbpp/312,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,1.226
mbpp/313,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,0.586
mbpp/314,mbpp_sanitized,gpt-oss-120b,FAIL,AssertionError,1.635
mbpp/315,mbpp_sanitized,gpt-oss-120b,PASS,None,1.471
mbpp/316,mbpp_sanitized,gpt-oss-120b,PASS,None,0.829
mbpp/317,mbpp_sanitized,gpt-oss-120b,PASS,None,0.751
mbpp/318,mbpp_sanitized,gpt-oss-120b,PASS,None,3.162
mbpp/319,mbpp_sanitized,gpt-oss-120b,PASS,None,0.906
mbpp/320,mbpp_sanitized,gpt-oss-120b,PASS,None,0.754
mbpp/321,mbpp_sanitized,gpt-oss-120b,PASS,None,1.374
mbpp/322,mbpp_sanitized,gpt-oss-120b,PASS,None,0.511
mbpp/323,mbpp_sanitized,gpt-oss-120b,PASS,None,1.576
mbpp/324,mbpp_sanitized,gpt-oss-120b,PASS,None,1.218
